patient,channel,train_auc,test_auc,n_c1,n_c2,n_train,n_test,error
EMU038,45,0.791111,0.67577,431,431,30,832,
EMU038,46,0.693333,0.654181,431,431,30,832,
EMU038,47,0.76,0.709002,431,431,30,832,
EMU038,48,0.742222,0.613888,431,431,30,832,
EMU038,49,0.662222,0.522484,431,431,30,832,
EMU038,50,0.728889,0.557895,431,431,30,832,
EMU038,51,0.822222,0.782151,431,431,30,832,
EMU038,52,0.884444,0.773432,431,431,30,832,
EMU038,53,0.782222,0.805548,431,431,30,832,
EMU038,54,0.586667,0.543639,431,431,30,832,
EMU038,55,0.542222,0.454125,431,431,30,832,
EMU038,56,0.604444,0.455361,431,431,30,832,
EMU038,57,0.577778,0.48241,431,431,30,832,
EMU038,58,0.697778,0.65703,431,431,30,832,
EMU038,59,0.533333,0.623561,431,431,30,832,
EMU038,60,0.653333,0.487738,431,431,30,832,
EMU038,61,0.626667,0.655938,431,431,30,832,
EMU038,62,0.617778,0.530794,431,431,30,832,
EMU038,63,0.64,0.644751,431,431,30,832,
EMU038,64,0.666667,0.63736,431,431,30,832,
EMU038,65,0.706667,0.630981,431,431,30,832,
EMU038,66,0.666667,0.707494,431,431,30,832,
EMU038,67,0.755556,0.679537,431,431,30,832,
EMU038,68,0.746667,0.583008,431,431,30,832,
EMU038,69,0.604444,0.49978,431,431,30,832,
EMU038,70,0.675556,0.529915,431,431,30,832,
EMU038,71,0.742222,0.497902,431,431,30,832,
EMU038,72,0.711111,0.502259,431,431,30,832,
EMU038,73,0.782222,0.501554,431,431,30,832,
EMU038,74,0.586667,0.540085,431,431,30,832,
EMU038,75,0.76,0.523021,431,431,30,832,
EMU038,76,0.657778,0.477545,431,431,30,832,
EMU038,77,0.617778,0.467352,431,431,30,832,
EMU038,78,0.711111,0.493228,431,431,30,832,
EMU038,79,0.608889,0.507784,431,431,30,832,
EMU038,80,0.751111,0.54569,431,431,30,832,
EMU038,81,0.648889,0.477632,431,431,30,832,
EMU038,82,0.497778,0.495163,431,431,30,832,
EMU038,83,0.626667,0.488015,431,431,30,832,
EMU038,84,0.684444,0.523033,431,431,30,832,
EMU038,85,0.648889,0.473269,431,431,30,832,
EMU038,86,0.773333,0.46292,431,431,30,832,
EMU038,87,0.813333,0.519959,431,431,30,832,
EMU038,88,0.604444,0.526275,431,431,30,832,
EMU038,89,0.755556,0.466323,431,431,30,832,
EMU038,90,0.68,0.467461,431,431,30,832,
EMU038,91,0.577778,0.470628,431,431,30,832,
EMU038,92,0.737778,0.525836,431,431,30,832,
EMU038,93,0.68,0.53318,431,431,30,832,
EMU038,94,0.746667,0.562171,431,431,30,832,
EMU038,95,0.595556,0.557479,431,431,30,832,
EMU038,96,0.617778,0.465034,431,431,30,832,
EMU038,97,0.657778,0.492037,431,431,30,832,
EMU038,98,0.684444,0.478435,431,431,30,832,
EMU038,99,0.711111,0.540941,431,431,30,832,
EMU038,100,0.728889,0.535023,431,431,30,832,
EMU038,101,0.72,0.488397,431,431,30,832,
EMU038,102,0.768889,0.51629,431,431,30,832,
EMU038,103,0.826667,0.554849,431,431,30,832,
EMU038,104,0.711111,0.590352,431,431,30,832,
EMU038,105,0.56,0.531169,431,431,30,832,
EMU038,106,0.684444,0.558108,431,431,30,832,
EMU038,107,0.582222,0.465618,431,431,30,832,
EMU038,108,0.684444,0.506125,431,431,30,832,
EMU038,109,0.764444,0.471125,431,431,30,832,
EMU038,110,0.773333,0.54955,431,431,30,832,
EMU038,111,0.648889,0.528211,431,431,30,832,
EMU038,112,0.688889,0.51492,431,431,30,832,
EMU038,113,0.684444,0.524876,431,431,30,832,
EMU038,114,0.64,0.543581,431,431,30,832,
EMU038,115,0.657778,0.486669,431,431,30,832,
EMU038,116,0.635556,0.488674,431,431,30,832,
EMU038,117,0.706667,0.60626,431,431,30,832,
EMU038,118,0.591111,0.547014,431,431,30,832,
EMU038,119,0.84,0.621799,431,431,30,832,
EMU038,120,0.715556,0.610664,431,431,30,832,
EMU038,121,0.622222,0.615986,431,431,30,832,
EMU038,122,0.573333,0.534272,431,431,30,832,
EMU038,123,0.648889,0.549325,431,431,30,832,
EMU038,124,0.626667,0.542362,431,431,30,832,
EMU038,125,0.866667,0.580893,431,431,30,832,
EMU038,126,0.586667,0.481688,431,431,30,832,
EMU038,127,0.671111,0.490477,431,431,30,832,
EMU038,128,0.577778,0.509257,431,431,30,832,
EMU038,129,0.693333,0.45951,431,431,30,832,
EMU038,130,0.728889,0.453425,431,431,30,832,
EMU038,131,0.742222,0.470553,431,431,30,832,
EMU038,132,0.786667,0.465803,431,431,30,832,
EMU038,133,0.768889,0.508402,431,431,30,832,
EMU038,134,0.76,0.521155,431,431,30,832,
EMU038,135,0.742222,0.477175,431,431,30,832,
EMU038,136,0.582222,0.475592,431,431,30,832,
EMU038,137,0.813333,0.498584,431,431,30,832,
EMU038,138,0.631111,0.536503,431,431,30,832,
EMU038,139,0.653333,0.509558,431,431,30,832,
EMU038,140,0.666667,0.532429,431,431,30,832,
EMU038,141,0.568889,0.547112,431,431,30,832,
EMU038,142,0.68,0.543795,431,431,30,832,
EMU038,143,0.595556,0.537121,431,431,30,832,
EMU038,144,0.666667,0.498711,431,431,30,832,
EMU038,145,0.591111,0.533261,431,431,30,832,
EMU038,146,0.768889,0.717617,431,431,30,832,
EMU038,147,0.631111,0.478614,431,431,30,832,
EMU038,148,0.693333,0.475436,431,431,30,832,
EMU038,149,0.662222,0.512638,431,431,30,832,
EMU038,150,0.68,0.436916,431,431,30,832,
EMU038,151,0.791111,0.590843,431,431,30,832,
EMU038,152,0.8,0.622226,431,431,30,832,
EMU038,153,0.72,0.611097,431,431,30,832,
EMU038,154,0.724444,0.488131,431,431,30,832,
EMU038,155,0.706667,0.594836,431,431,30,832,
EMU038,156,0.728889,0.521265,431,431,30,832,
EMU038,157,0.724444,0.564043,431,431,30,832,
EMU038,158,0.675556,0.497995,431,431,30,832,
EMU038,159,0.706667,0.56083,431,431,30,832,
EMU038,160,0.697778,0.493961,431,431,30,832,
EMU038,161,0.795556,0.54732,431,431,30,832,
EMU038,162,0.813333,0.613212,431,431,30,832,
EMU038,163,0.724444,0.586111,431,431,30,832,
EMU038,164,0.697778,0.504929,431,431,30,832,
EMU038,165,0.631111,0.529233,431,431,30,832,
EMU038,166,0.635556,0.508356,431,431,30,832,
EMU038,167,0.711111,0.471541,431,431,30,832,
EMU038,168,0.897778,0.518763,431,431,30,832,
EMU038,169,0.782222,0.547152,431,431,30,832,
EMU038,170,0.715556,0.502571,431,431,30,832,
EMU038,171,0.764444,0.499624,431,431,30,832,
EMU038,172,0.706667,0.57627,431,431,30,832,
EMU038,173,0.804444,0.567868,431,431,30,832,
EMU038,174,0.706667,0.568377,431,431,30,832,
EMU038,175,0.626667,0.547626,431,431,30,832,
EMU038,176,0.608889,0.554127,431,431,30,832,
EMU038,177,0.724444,0.427353,431,431,30,832,
EMU038,178,0.608889,0.474806,431,431,30,832,
EMU038,179,0.68,0.524096,431,431,30,832,
EMU038,180,0.626667,0.516446,431,431,30,832,
EMU038,181,0.684444,0.527615,431,431,30,832,
EMU038,182,0.626667,0.50954,431,431,30,832,
EMU038,183,0.622222,0.526298,431,431,30,832,
EMU038,184,0.688889,0.448254,431,431,30,832,
EMU038,185,0.76,0.523859,431,431,30,832,
EMU038,186,0.697778,0.475886,431,431,30,832,
EMU038,187,0.764444,0.517884,431,431,30,832,
EMU038,188,0.582222,0.542888,431,431,30,832,
EMU038,189,0.533333,0.440776,431,431,30,832,
EMU038,190,0.697778,0.461544,431,431,30,832,
EMU038,191,0.706667,0.447034,431,431,30,832,
EMU038,192,0.608889,0.508263,431,431,30,832,
EMU038,193,0.608889,0.616922,431,431,30,832,
EMU038,194,0.666667,0.483081,431,431,30,832,
EMU038,195,0.733333,0.528401,431,431,30,832,
EMU038,196,0.728889,0.680317,431,431,30,832,
EMU038,197,0.84,0.473789,431,431,30,832,
EMU038,198,0.56,0.555069,431,431,30,832,
EMU038,199,0.564444,0.601135,431,431,30,832,
EMU038,200,0.631111,0.496735,431,431,30,832,
EMU038,201,0.706667,0.516682,431,431,30,832,
EMU038,202,0.746667,0.546551,431,431,30,832,
EMU038,203,0.72,0.765475,431,431,30,832,
EMU038,204,0.693333,0.598113,431,431,30,832,
EMU038,205,0.613333,0.510176,431,431,30,832,
EMU038,206,0.635556,0.477256,431,431,30,832,
EMU038,207,0.675556,0.468894,431,431,30,832,
EMU038,208,0.817778,0.491442,431,431,30,832,
EMU038,209,0.666667,0.57623,431,431,30,832,
EMU038,210,0.773333,0.579656,431,431,30,832,
EMU038,211,0.782222,0.584967,431,431,30,832,
EMU038,212,0.671111,0.53626,431,431,30,832,
EMU038,213,0.64,0.445567,431,431,30,832,
EMU038,214,0.648889,0.548724,431,431,30,832,
EMU038,215,0.595556,0.464156,431,431,30,832,
EMU038,216,0.68,0.539016,431,431,30,832,
EMU038,217,0.746667,0.506934,431,431,30,832,
EMU038,218,0.68,0.522496,431,431,30,832,
EMU038,219,0.742222,0.482873,431,431,30,832,
