patient,channel,train_auc,test_auc,n_c1,n_c2,n_train,n_test,error
EMU030,99,0.657778,0.511222,231,245,30,446,
EMU030,100,0.653333,0.506089,231,245,30,446,
EMU030,101,0.555556,0.485719,231,245,30,446,
EMU030,102,0.711111,0.476359,231,245,30,446,
EMU030,103,0.626667,0.48902,231,245,30,446,
EMU030,104,0.688889,0.487067,231,245,30,446,
EMU030,105,0.653333,0.433826,231,245,30,446,
EMU030,106,0.626667,0.521145,231,245,30,446,
EMU030,107,0.688889,0.482719,231,245,30,446,
EMU030,108,0.595556,0.471226,231,245,30,446,
EMU030,109,0.595556,0.516636,231,245,30,446,
EMU030,110,0.684444,0.500795,231,245,30,446,
EMU030,111,0.831111,0.432498,231,245,30,446,
EMU030,112,0.746667,0.436846,231,245,30,446,
EMU030,113,0.724444,0.446186,231,245,30,446,
EMU030,114,0.737778,0.456492,231,245,30,446,
EMU030,115,0.715556,0.452647,231,245,30,446,
EMU030,116,0.675556,0.573118,231,245,30,446,
EMU030,117,0.644444,0.480868,231,245,30,446,
EMU030,118,0.871111,0.483263,231,245,30,446,
EMU030,119,0.568889,0.46565,231,245,30,446,
EMU030,120,0.613333,0.519998,231,245,30,446,
EMU030,121,0.697778,0.43127,231,245,30,446,
EMU030,122,0.826667,0.477848,231,245,30,446,
EMU030,123,0.64,0.468287,231,245,30,446,
EMU030,124,0.64,0.465429,231,245,30,446,
EMU030,125,0.604444,0.496447,231,245,30,446,
EMU030,126,0.626667,0.48119,231,245,30,446,
EMU030,127,0.586667,0.506008,231,245,30,446,
EMU030,128,0.746667,0.48914,231,245,30,446,
EMU030,129,0.577778,0.502647,231,245,30,446,
EMU030,130,0.751111,0.484893,231,245,30,446,
EMU030,131,0.662222,0.474688,231,245,30,446,
EMU030,132,0.728889,0.469857,231,245,30,446,
EMU030,133,0.711111,0.473259,231,245,30,446,
EMU030,134,0.84,0.434511,231,245,30,446,
EMU030,135,0.751111,0.416636,231,245,30,446,
EMU030,136,0.684444,0.469112,231,245,30,446,
EMU030,137,0.786667,0.493106,231,245,30,446,
EMU030,138,0.702222,0.460376,231,245,30,446,
EMU030,139,0.728889,0.478573,231,245,30,446,
EMU030,140,0.591111,0.481371,231,245,30,446,
EMU030,141,0.671111,0.462872,231,245,30,446,
EMU030,142,0.768889,0.436343,231,245,30,446,
EMU030,143,0.666667,0.485316,231,245,30,446,
EMU030,144,0.702222,0.50001,231,245,30,446,
EMU030,145,0.76,0.523118,231,245,30,446,
EMU030,146,0.755556,0.483444,231,245,30,446,
EMU030,147,0.697778,0.478291,231,245,30,446,
EMU030,148,0.688889,0.476983,231,245,30,446,
EMU030,149,0.711111,0.533182,231,245,30,446,
EMU030,150,0.768889,0.542764,231,245,30,446,
EMU030,151,0.68,0.50786,231,245,30,446,
EMU030,152,0.671111,0.514342,231,245,30,446,
EMU030,153,0.546667,0.546266,231,245,30,446,
EMU030,154,0.666667,0.548319,231,245,30,446,
EMU030,155,0.68,0.519897,231,245,30,446,
EMU030,156,0.6,0.487329,231,245,30,446,
EMU030,157,0.76,0.496528,231,245,30,446,
EMU030,158,0.653333,0.490912,231,245,30,446,
EMU030,159,0.764444,0.515529,231,245,30,446,
EMU030,160,0.657778,0.503915,231,245,30,446,
EMU030,161,0.573333,0.503251,231,245,30,446,
EMU030,162,0.648889,0.505083,231,245,30,446,
EMU030,163,0.684444,0.494797,231,245,30,446,
EMU030,164,0.635556,0.498822,231,245,30,446,
EMU030,165,0.582222,0.473963,231,245,30,446,
EMU030,166,0.675556,0.472917,231,245,30,446,
EMU030,167,0.822222,0.454418,231,245,30,446,
EMU030,168,0.684444,0.491335,231,245,30,446,
EMU030,169,0.697778,0.538496,231,245,30,446,
EMU030,170,0.693333,0.46251,231,245,30,446,
EMU030,171,0.64,0.47819,231,245,30,446,
EMU030,172,0.848889,0.521206,231,245,30,446,
EMU030,173,0.626667,0.55156,231,245,30,446,
EMU030,174,0.693333,0.537671,231,245,30,446,
EMU030,175,0.564444,0.453573,231,245,30,446,
EMU030,176,0.56,0.521649,231,245,30,446,
EMU030,177,0.595556,0.518408,231,245,30,446,
